filename,width,height,class,xmin,ymin,xmax,ymax
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,689,288,782,380
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1285,187,1305,232
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,car,733,231,904,364
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,car,1397,151,1534,308
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,1536,588,1736,791
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,4,690,356,902
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,1415,453,1542,529
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,1511,476,1639,543
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,1598,491,1726,559
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,1786,509,1917,590
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,1912,531,2044,604
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,2126,512,2281,583
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,2254,507,2391,561
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,2353,503,2477,550
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,motorbike,2312,854,2379,985
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_386.jpg,2560,1440,car,1285,405,1496,517
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_104.jpg,1920,1080,car,291,309,381,389
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_8597.jpg,1920,1080,car,1,260,114,386
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_8597.jpg,1920,1080,car,565,417,977,576
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_8597.jpg,1920,1080,motorbike,816,558,910,727
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_8597.jpg,1920,1080,motorbike,704,767,843,1002
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_8597.jpg,1920,1080,car,242,694,575,993
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_8597.jpg,1920,1080,car,76,688,486,1075
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_8.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_7024.jpg,1920,1080,motorbike,726,330,783,432
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_7024.jpg,1920,1080,car,302,242,391,309
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_7024.jpg,1920,1080,motorbike,363,302,474,375
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_7024.jpg,1920,1080,motorbike,712,303,763,382
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_7024.jpg,1920,1080,car,1101,126,1872,393
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_7024.jpg,1920,1080,car,88,223,267,372
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_97.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_461.jpg,1920,1080,car,266,691,578,981
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_461.jpg,1920,1080,motorbike,872,675,985,897
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_461.jpg,1920,1080,motorbike,579,386,910,521
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_461.jpg,1920,1080,car,87,676,485,1079
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_28.jpg,1920,1080,car,295,310,378,386
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_72.jpg,1920,1080,car,296,309,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_60.jpg,1920,1080,car,296,309,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_91.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0006_train_p_day_20210416_1447.jpg,3072,2048,car,1772,876,2080,1097
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0006_train_p_day_20210416_1447.jpg,3072,2048,car,733,1160,1114,1539
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0006_train_p_day_20210416_1447.jpg,3072,2048,car,1652,688,1840,846
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0006_train_p_day_20210416_1447.jpg,3072,2048,car,405,1682,1010,2042
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0006_train_p_day_20210416_1447.jpg,3072,2048,motorbike,2627,1274,2939,1601
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0006_train_p_day_20210416_1447.jpg,3072,2048,car,1863,945,2412,1609
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0006_train_p_day_20210416_1447.jpg,3072,2048,car,1557,459,1725,648
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,car,639,340,1039,475
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,motorbike,1015,309,1204,417
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,car,1500,510,1778,824
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,car,1333,287,1603,407
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,car,46,283,487,464
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,car,415,159,532,287
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,car,657,262,1009,384
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,car,1103,259,1372,396
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_448.jpg,1920,1080,car,1419,210,1741,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,motorbike,1,747,199,878
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,motorbike,138,649,300,800
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,motorbike,189,619,322,771
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,motorbike,226,606,368,709
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,motorbike,291,565,444,678
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,motorbike,586,461,648,558
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,car,692,343,786,424
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,car,761,326,825,386
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,motorbike,616,512,680,623
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3618.jpg,1906,1080,tricar,834,452,905,565
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_682.jpg,1920,1080,car,257,691,578,979
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_682.jpg,1920,1080,motorbike,1788,479,1917,570
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_682.jpg,1920,1080,car,12,275,107,345
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_682.jpg,1920,1080,motorbike,789,894,946,1077
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_682.jpg,1920,1080,car,359,315,780,645
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_682.jpg,1920,1080,car,224,158,346,277
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,motorbike,718,494,901,662
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,car,1399,322,1558,470
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,car,1026,479,1425,691
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,car,637,633,1148,939
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,motorbike,3309,1335,3963,2004
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,motorbike,1945,428,2024,504
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,motorbike,2860,504,3027,626
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,car,1476,258,1562,328
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,car,1979,264,2103,396
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,car,206,1221,953,1950
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_590.jpg,4096,2160,car,980,362,1256,626
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_20.jpg,1920,1080,car,294,312,380,388
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_2786.jpg,4096,2160,car,74,612,572,1032
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_2786.jpg,4096,2160,car,1053,412,1275,558
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_2786.jpg,4096,2160,motorbike,3023,1591,3254,2051
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_2786.jpg,4096,2160,car,3320,484,3869,675
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_2786.jpg,4096,2160,car,1563,349,1750,538
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_35.jpg,1920,1080,car,293,310,378,391
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_107.jpg,1920,1080,car,291,309,381,389
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00093_train_p_day_20210416_621.jpg,4096,2160,car,2184,52,2693,500
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00093_train_p_day_20210416_621.jpg,4096,2160,motorbike,997,1169,1370,1896
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00093_train_p_day_20210416_621.jpg,4096,2160,motorbike,2013,394,2212,779
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00093_train_p_day_20210416_621.jpg,4096,2160,motorbike,1486,6,1618,240
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_4999.jpg,1920,1080,car,261,686,576,982
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_4999.jpg,1920,1080,motorbike,848,719,1153,1032
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_4999.jpg,1920,1080,car,1492,397,1860,547
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_4999.jpg,1920,1080,car,236,224,305,276
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_4999.jpg,1920,1080,car,97,147,233,314
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_4999.jpg,1920,1080,car,230,134,362,240
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00022_train_p_day_20210416_837.jpg,1920,1012,motorbike,621,15,869,303
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00022_train_p_day_20210416_837.jpg,1920,1012,motorbike,4,234,320,441
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00022_train_p_day_20210416_837.jpg,1920,1012,motorbike,60,70,280,275
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00022_train_p_day_20210416_837.jpg,1920,1012,motorbike,177,54,454,251
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00022_train_p_day_20210416_837.jpg,1920,1012,motorbike,386,124,787,455
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00022_train_p_day_20210416_837.jpg,1920,1012,motorbike,249,3,479,118
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00022_train_p_day_20210416_837.jpg,1920,1012,motorbike,1225,177,1383,428
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_37.jpg,1920,1080,car,293,310,378,391
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_4875.jpg,1920,1080,motorbike,1163,503,1254,714
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_4875.jpg,1920,1080,car,1121,309,1371,421
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_4875.jpg,1920,1080,car,1140,276,1414,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_4875.jpg,1920,1080,car,420,212,484,257
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,motorbike,854,289,909,354
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,car,965,283,1192,402
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,car,1099,256,1405,416
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,car,1399,271,1606,392
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,motorbike,668,397,746,534
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,motorbike,740,354,810,482
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,motorbike,823,375,935,583
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,motorbike,344,303,443,365
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_2872.jpg,1920,1080,car,1488,276,1774,403
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,1497,464,1633,541
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,1250,433,1372,501
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,1328,443,1453,513
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,848,385,964,433
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,1591,486,1725,556
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,1682,496,1818,570
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,1793,503,1928,587
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,1908,527,2039,608
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,2015,544,2151,625
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,2124,558,2254,642
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,828,776,1367,1035
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,2248,578,2383,664
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,2465,580,2552,661
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,2373,600,2497,682
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,motorbike,1122,948,1332,1123
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,motorbike,2260,665,2324,742
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,627,746,1064,980
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,163,986,1190,1435
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,43,805,656,1105
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,1421,459,1523,524
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0005_train_p_day_20210416_70.jpg,2560,1440,car,4,715,487,968
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_83.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_5772.jpg,1920,1080,car,251,692,571,987
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_5772.jpg,1920,1080,car,8,167,135,311
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_5772.jpg,1920,1080,car,344,184,385,218
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_5772.jpg,1920,1080,car,425,217,481,300
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_7847.jpg,1920,1080,car,241,693,579,989
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_7847.jpg,1920,1080,motorbike,948,722,1081,977
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_7847.jpg,1920,1080,car,1442,232,1919,585
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_7847.jpg,1920,1080,car,359,135,465,272
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_82.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_87.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_87.jpg,1920,1080,motorbike,61,322,102,365
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_68.jpg,1920,1080,car,296,309,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_395.jpg,1906,1080,car,384,282,485,384
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_395.jpg,1906,1080,car,16,217,391,463
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_395.jpg,1906,1080,motorbike,732,269,748,295
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_626.jpg,4096,2160,motorbike,3532,1630,3756,2103
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_626.jpg,4096,2160,motorbike,1763,941,2072,1385
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_626.jpg,4096,2160,car,1779,286,1886,365
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_626.jpg,4096,2160,car,3024,648,3617,905
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_626.jpg,4096,2160,car,210,1260,966,2009
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_626.jpg,4096,2160,car,2617,1295,3487,1923
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_626.jpg,4096,2160,motorbike,2857,502,3015,604
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_626.jpg,4096,2160,car,3,222,2405,944
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_14.jpg,1920,1080,car,291,309,381,389
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,motorbike,2134,1544,2442,2104
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,motorbike,2864,1280,3151,1669
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,motorbike,2581,1086,2817,1461
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,3372,802,4076,1190
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,1320,582,1844,780
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,203,992,789,1390
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,569,797,1009,1141
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,9,811,394,1109
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,31,572,477,744
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,617,459,851,604
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,1742,265,2228,618
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,840,369,1151,617
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00094_train_p_day_20210416_434.jpg,4096,2160,car,1085,287,1442,536
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_1664.jpg,1920,1080,motorbike,314,307,426,369
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_1664.jpg,1920,1080,car,1097,295,1364,397
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_1664.jpg,1920,1080,motorbike,1057,526,1168,732
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_1664.jpg,1920,1080,car,1003,160,1676,337
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_1664.jpg,1920,1080,car,1279,233,1664,414
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,car,539,280,708,382
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,car,150,491,429,752
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,car,728,166,796,225
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,motorbike,912,614,1005,784
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,motorbike,1098,418,1233,542
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,motorbike,1026,296,1111,376
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,motorbike,1,378,54,456
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,motorbike,185,265,214,329
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,motorbike,417,237,470,277
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0004_train_p_day_20210416_7.jpg,1920,1080,car,403,135,521,247
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00091_train_p_day_20210416_689.jpg,4096,2160,motorbike,2082,1095,2311,1342
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00091_train_p_day_20210416_689.jpg,4096,2160,car,1,726,126,891
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00091_train_p_day_20210416_689.jpg,4096,2160,car,777,566,971,704
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00091_train_p_day_20210416_689.jpg,4096,2160,car,1000,450,1118,535
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00091_train_p_day_20210416_689.jpg,4096,2160,car,2605,635,2819,853
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00091_train_p_day_20210416_689.jpg,4096,2160,car,150,686,452,950
